DATE,APPEARANCE,ACCOMPANY,,,,
2013.06.23,장자강공작기계공장 방문,"최룡해,박태성,강관일,황병서,홍영칠,윤동현,박정천,김택구",,,,
2013.06.22,강계정밀기계종합공장 방문,"최룡해,박태성,강관일,황병서,홍영칠,윤동현,박정천,김택구,류영섭,김춘섭",,,,
2013.06.21,강계뜨락또르종합공장 방문,"최룡해,박태성,강관일,황병서,홍영칠,윤동현,박정천,김택구,류영섭",,,,
2013.06.19,항공 및 반항공군 제1017군부대 방문,"리설주,최룡해,윤동현,홍영칠,리병철",,,,
2013.06.19,남흥청년화학연합기업소 방문,"최룡해,박태성,김영남",,,,
2013.06.19,송학협동농장 남새온실 방문,"최룡해,박태성,김영남",,,,
2013.06.18,1월18일기계종합공장 방문,"최룡해,홍영칠,윤동현,한성호",,,,
2013.06.16,허철용이 사업하는 기계공장 현지지도,"최룡해,최휘,박태성,홍영칠,윤동현,손철주",,,,
2013.06.15,유평혁명사적지 방문,"최룡해,최휘,박태성,홍영칠",,,,
2013.06.14,대관유리공장,"최룡해,최휘,박태성,홍영칠,리만건",,,,
2013.06.13,창성군 여러부문 사업 지도,"최룡해,최휘,박태성,리만건",,,,
2013.06.13,창성군 여러부문 사업 지도,"최룡해,최휘,박태성,리만건",,,,
2013.06.10,평양국제축구학교와 능라인민체육공원 방문,"최룡해,장성택,리영수,박춘홍",,,,
2013.06.08,평양기초식품공장 방문,"최룡해,문경덕,백계룡,박태성,전창복",,,,
2013.06.06,조선소년단 7차대회 대표들과 기념사진 촬영,"최룡해,리영수,전용남",,,,
2013.06.06,조선소년단 7차대회 참석,"최룡해,리영수,김승두",,,,
2013.06.05,보성버섯공장 방문,"김경옥,최휘,박태성,황병서",,,,
2013.06.03,고산과수농장 방문,"김격식,최휘,박태성,박정천,안지용",,,,
2013.06.02,6.2 오성산 초소들과 제507군부대 방문,"김격식,박정천,안지용,최휘,박태성",,,,
2013.06.02,돼지공장 방문,"박정천,안지용,최휘,박태성",,,,
2013.05.31,성천강그물공장과 수지관직장 방문,"최룡해,장정남,손철주,최휘,박태성,마원춘",,,,
2013.05.31,마전해수욕장 방문,"최룡해,장정남,손철주,최휘,박태성,마원춘",,,,
2013.05.30,송도원 청년야외극장 방문,"최휘,박태성,마원춘",,,,
2013.05.30,송도원 국제소년단야영소 방문,"최휘,박태성,마원춘",,,,
2013.05.27,해군제291군부대방문 ,"손철주,전창복,박정천,서홍찬",,,,
2013.05.27,8월25일수산사업소 방문,"최룡해,김격식,장정남,리영길,손철주,렴철성,전창복,윤동현,조경철,안지용,김수길,황병서",,,,
2013.05.26,마식령스키장 방문,"손철주,전창복,박정천,서홍찬",,,,
2013.05.26,종합식료가공공장 방문,"손철주,전창복,박정천,서홍찬",,,,
2013.05.26,인민군 제639군부대관하 동해후방기지 방문,"손철주,전창복,박정천,서홍찬",,,,
2013.05.20,인민군 제405군부대 방문,"장정남,손철주,전창복,림광일,리만건",,,,
2013.05.20,제621호 육종장 방문,"장정남,손철주,전창복,림광일,리만건",,,,
2013.05.19,묘향산등산소년단 야영소 방문,"리설주,최룡해,최휘,박태성",,,,
2013.05.18,용문술공장 방문,"최룡해,전창복,박정천,서홍찬",,,,
2013.05.16,조선인민군 2월20일공장 방문,"최룡해,전창복",,,,
2013.05.14,기계공장 방문,"최룡해,리경심",,,,
2013.05.13,조선인민내무군협주단 공연 관람,"리설주,최룡해,장성택,장정남,김경희,김기남,최부일",,,,
2013.05.13,만수대창작사 창작사업 지도,"최휘,김의순",,,,
2013.05.08,"은하수관현악단 창작가, 예술인들 접견","리설주,최룡해,김기남,최휘",,,,
2013.05.06,인민군대에서 건설 중인 여러 대상들 방문,"최룡해,황병서,마원춘",,,,
2013.05.05,국가과학원 잔디연구소 방문,"최룡해,최태복,박태성,황병서",,,,
2013.05.03,은하수음악회 관람,"최룡해,김격식,황병서,강필훈,렴철성,조경철,김영철,박정천,전창복",,,,
2013.05.01,보건부문 근로자들의 체육경기 관람,"리설주,박봉주,최룡해,장성택,김경희,김기남,최태복,박도춘,김양건",,,,
2013.05.01,인민보안부 방문,"최룡해,장성택",,,,
2013.04.29,양각도축구경기장 방문,"리설주,최룡해,장성택,현영철,리영길",,,,
2013.04.29,남자축구결승전 관람 및 국제경기 선수 등 격려,"리설주,최룡해,장성택,현영철,김기남,최태복,김양건,김영일,김평해,곽범기,문경덕,주규창,최부일,김동일",,,,
2013.04.28,해당화관 방문,"리설주,박봉주,최룡해,장성택,현영철,김격식,김경희,김기남,최태복,강석주,김양건,김영일,김평해,곽범기,문경덕,오일정,백계룡,한광상",,,,
2013.04.25,금수산기념궁전 방문,"김영남,박봉주,최룡해,장성택,현영철,김격식,박도춘,김영춘,리용무,현철해,김원홍,오극렬,최부일,주규창,김창섭,리병삼",,,,
2013.04.25,경축연회 참석,"김영남,박봉주,최룡해",,,,
2013.04.25,인민군 예식 참석,"최룡해,장성택,현영철,김격식,박도춘,리용무,오극렬,현철해,김원홍,주규창,김창섭,최부일,리병삼,김영남,박봉주,김경희,김기남,최태복,양형섭,강석주,김양건,김영일,김평해,곽범기,조연준",,,,
2013.04.16,은하수음악회 관람,"최룡해,장성택,김경희,최태복,양형섭,강석주,곽범기",,,,
2013.04.16,군사학교 교직원 체육경기 관람,"최룡해,장성택,현영철,김격식,김경희,김경옥,황병서",,,,
2013.04.15,금수산기념궁전 방문,"최룡해,장성택,현영철,김격식,박도춘,김영춘,현철해,김원홍,최부일,주규창,김경옥,리영길,김영철,손철주,렴철성,조경철,윤동현,강표영,박정천,리병철,김명식,김락겸,윤정린",,,,
2013.04.02,최고인민회의 제7차회의 참석,"김영남,최룡해,박봉주,최영림,장성택,김경희,현영철,김격식,김기남,박도춘,김영춘,양형섭,리용무,강석주,오극렬,현철해,김원홍,김양건,김영일,김평해,곽범기,문경덕,주규창,김창섭,로두철,최부일,리병삼,조연준,태종수,김정각,리명수,김영대,류미영,장병규",,,,
2013.03.31,금수산기념궁전 방문,"김영남,최영림,최룡해,장성택,현영철,김경희,김격식,김기남,최태복,박도춘,양형섭,김영춘,리용무,강석주,현철해,김원홍,김정각,리명수,김양건,김영일,김평해,곽범기,문경덕,로두철,주규창,김창섭,리병삼,조연준,태종수",,,,
2013.03.31,당중앙위 전원회의 참석,,,,,
2013.03.29,전략로케트군 작전회의 참가,"현영철,리영길,김영철,김락겸",,,,
2013.03.28,전군 선전일꾼회의 참가자들과 사진촬영,"최룡해,현영철,김격식,김경옥,손철주,렴철성,조경철",,,,
2013.03.28,전군 선전일꾼회의 참석,"최룡해,현영철,김격식,김경옥,손철주,렴철성,조경철",,,,
2013.03.25,상륙 및 반상륙훈련 지도,"현영철,박정천,림광일",,,,
2013.03.24,식당배 대동강호 방문,,,,,
2013.03.24,인민군 제1501부대 방문,,,,,
2013.03.24,인민군대 여러 부문사업 지도,"최룡해,현영철,김격식,김경옥,렴철성",,,,
2013.03.23,인민군 제1973부대 관하 2대대 방문,"최룡해,현영철,김격식,황병서,손철주",,,,
2013.03.22,인민군 제1973부대 방문,"최룡해,황병서,박정천",,,,
2013.03.20,초정밀무인타격기의 대상물 타격과 자행고사로케트사격훈련 지도,"최룡해,리병철,박정천,손청남",,,,
2013.03.19,전국경공업대회 참가자들과 사진촬영,"최영림,김경희,김기남,문경덕,로두철,박봉주,리무영",,,,
2013.03.18,전국경공업대회 참석,"최영림,김경희,김기남,문경덕,로두철,태종수",,,,
2013.03.14,포병구분대들의 실탄사격훈련 지도,"최룡해,현영철,김격식,박도춘,리영길,손철주,김영철,박정천,림광일,리영래,김용남,안지용",,,,
2013.03.12,인민군 제531군부대 공연 관람,"최룡해,현영철,현철해,박정천",,,,
2013.03.11,장거리포병구분대 시찰,"최룡해,김격식,김영철,박정천,림광일,안지용",,,,
2013.03.11,월내도방어대 시찰,"최룡해,김격식,김영철,박정천,림광일,안지용",,,,
2013.03.11,용정양어장 방문,"최룡해,김격식,김영철,림광일,안지용",,,,
2013.03.08,청춘거리 체육촌 시찰,"최룡해,장성택,현영철,김격식,리영수,김영훈,량청송,마원춘,리종무",,,,
2013.03.08,활쏘기 경기 관람,"최룡해,장성택,현영철,김격식,리영수,김영훈,리종무",,,,
2013.03.07,장재도방어대와 무도방어대 재시찰,"최룡해,장성택,김격식,김영철,박정천,림광일,안지용",,,,
2013.02.28,북미 농구팀 경기 관람 및 미 NBA 전 선수일행과 담화,리설주,,,,
2013.02.27,핵실험 관련자들과 사진촬영,"김영남,최영림,최룡해,장성택,김경희,최태복,박도춘,김영춘,김양건,김영일,김평해,곽범기,문경덕,홍승무,조연준",,,,
2013.02.25,공훈국가합창단 공연 관람,"최룡해,현영철,김격식,김영춘,김정각,리영길,손철주,렴철성,조경철,윤동현,김영철,박정천,윤동희,김택구,박동학,림광일,최부일,오일정,김경옥,리재일,라청일,홍영칠",,,,
2013.02.25,포병화력타격훈련 지도,"최룡해,현영철,김격식,김영춘,리영길,손철주,렴철성,조경철,윤동현,김영철,박정천,윤동희,김택구,박동학,림광일,최부일,오일정,김경옥,리재일,라청일,홍영칠",,,,
2013.02.23,제630대연합부대 비행훈련과 항공육전병 강하훈련 지도,"최룡해,현영철,김격식,김영춘,리영길,손철주,조경철,윤동현,리병철,최경성,림광일,강기섭,손청남,로흥세,윤정린,최부일,황병서,라청일,홍영칠",,,,
2013.02.22,전군 당강습지도일꾼회의 참가자들과 기념촬영,"최룡해,리병삼,김경옥,황병서,손철주,렴철성",,,,
2013.02.21,제526대연합부대관하 군분대 공격전술연습 지도,"최룡해,현영철,김격식,리영길,손철주,렴철성,윤동현,방관복,윤동희,황병서,홍영칠",,,,
2013.02.21,조국해방전쟁승리기념관 건설장 방문,최룡해,,,,
2013.02.20,323군부대 방문,"최룡해,현영철,김영춘,황병서,라청일,홍영칠,박정천",,,,
2013.02.16,금수산기념궁전 방문,"리설주,최룡해,장성택,현영철,김격식,김경희,박도춘,김영춘,현철해,김원홍,김정각,주규창,김경옥,윤정린,최부일,리영길,손철주,렴철성,조경철,윤동현,강표영,리병철,김락겸,박정천,김춘삼,김영철,전창복",,,,
2013.02.16,김일성 김정일 동상 제막식 참석,"최영림,최룡해,장성택,현영철,김격식,김경희,김기남,김영춘,리용무,오극렬,현철해,김정각",,,,
2013.02.15,시계표창 수여식 참석,"김영남,최영림,최룡해,장성택,김경희,김기남,최태복,박도춘,김영춘,강석주,리용무,오극렬,김양건,김영일,김평해,곽범기,문경덕,주규창,조연준",,,,
2013.02.03,당중앙군사위 확대회의 참석,,,,,
2013.02.02,당 제4차 세포비서대회 참석자들과 기념촬영,"김영남,최영림,최룡해,장성택,김경희,김기남,최태복,박도춘,김영춘,오극렬,김양건,김영일,김평해,곽범기,문경덕,리병삼,조연준",,,,
2013.01.28,당 제4차 세포비서대회 참석,"김영남,최영림,최룡해,장성택,김경희,김기남,최태복,박도춘,김영춘,오극렬,김양건,김영일,김평해,곽범기,문경덕,리병삼,조연준,태종수",,,,
2013.01.26,국가안전 및 대외부문 일꾼협의회 지도,"최룡해,현영철,김원홍,박도춘,김영일,홍승무,김계관",,,,
2013.01.19,대성산종합병원 방문,"최영림,최룡해,박도춘,김경옥,리재일,박태성,황병서,마원춘,허환철,전창복",,,,
2013.01.01,금수산기념궁전 방문,"리설주,김영남,최영림,최룡해,장성택,현영철,김격식,김기남,최태복,박도춘,김영춘,양형섭,강석주,현철해,김원홍,리명수,김양건,김영일,김평해,곽범기,문경덕,주규창,김창섭,로두철,리병삼,조연준",,,,
2013.01.01,2013년 새해 신년사 발표,,,,,
2013.01.01,모란봉악단 공연 관람,"리설주,김영남,최영림,최룡해,장성택,현영철,김격식,김기남,최태복,박도춘,김영춘,양형섭,강석주,현철해,김원홍,리명수,김양건,김영일,김평해,곽범기,문경덕,주규창,김창섭,로두철,리병삼,조연준,최춘식",,,,
2012.12.31,미사일 발사 과학자 등과 연회 참석,"김영남,최영림,최룡해,장성택,현영철,김격식,김경희,김기남,최태복,박도춘,김영춘,강석주,현철해,김원홍,리명수,김양건,김영일,김평해,곽범기,문경덕,주규창,김창섭,로두철,리병삼,조연준",,,,
2012.12.30,미사일 발사 과학자 등과 기념사진 촬영,"김영남,최영림,최룡해,장성택,김경희,김기남,최태복,박도춘,김영춘,김양건,김영일,김평해,곽범기,문경덕,주규창,조연준,최춘식,리응원",,,,
2012.12.24,금수산기념궁전 방문,"최룡해,장성택,현영철,김격식,박도춘,김영춘,현철해,김원홍,리명수,주규창,김경옥,최부일,조경철,박정천,리병철,김영철,윤정린",,,,
2012.12.22,과학자들을 위한 연회 참석,"리설주,김영남,최영림,최룡해,장성택,현영철,김격식,김경희,김기남,최태복,박도춘,김영춘,강석주,현철해,김원홍,리명수,김양건,김영일,김평해,곽범기,문경덕,주규창,로두철,리병삼,조연준,최춘식",,,,
2012.12.17,금수산기념궁전 방문,"리설주,김영남,최영림,최룡해,장성택,현영철,김경희,김격식,박도춘,김영춘,김기남,최태복,양형섭,강석주,현철해,김원홍,리명수,김정각,김양건,김영일,김평해,문경덕,곽범기,주규창,로두철,리병삼,조연준,태종수,최춘식",,,,
2012.12.17,금수산기념궁전 개관식 진행,,,,,
2012.12.16,중앙추모대회 개최,"김영남,최영림,최룡해,장성택,현영철,리을설,김철만,김경희,김격식,박도춘,김국태,김영춘,김기남,최태복,양형섭,리용무,강석주,현철해,김원홍,리명수,김정각,오극렬,김양건,김영일,김평해,문경덕,곽범기,주규창,로두철,리병삼,조연준,태종수,최춘식,리선호,김영대,류미영,배익주,박구호,최은복,윤길상",,,,
2012.12.15,"미사일 발사 과학자, 기술자들 축하",,,,,
2012.12.13,미사일 발사 명령 및 발사과정 참관,"장성택,박도춘",,,,
2012.11.30,중국공산당 대표단 접견,"김기남,김양건,김성남",,,,
2012.11.26,전국분주소장회의 참가자들과 기념사진 촬영,"최룡해,장성택,김기남,리명수,리병삼",,,,
2012.11.19,국가안전보위부 방문,"최룡해,장성택",,,,
2012.11.19,제534군부대 직속 중대 훈련장 시찰,"최룡해,김경희,장성택,현영철,김기남,김격식,김양건,김평해,문경덕,박봉주,한광상,김경옥,리용하,황병서,김병호,최부일,손철주,박재경,박정천,김영철,전창복",,,,
2012.11.18,전국 어머니대회 참가자들과 기념사진 촬영,"김경희,장성택,김기남,박도춘,김양건,김영일,김평해,곽범기,문경덕,로두철,조연준,리영수,로성실,정희자,천재련,정일심",,,,
2012.11.07,각종 경기 관람,"리설주,최룡해,현영철,장성택,김기남,최태복,김양건,김평해,문경덕,리영수,박봉주,한광상",,,,
2012.11.03,류경원과 인민야외빙상장/롤러스케이트장 시찰,"장성택,김기남,최태복,김양건,리영수,김병호,량청송,박춘홍",,,,
2012.11.03,평양산원 유선종양연구소 시찰,"장성택,김기남,최태복,김양건,김병호,박춘홍",,,,
2012.10.29,김일성군사종합대학 교직원들과 기념사진 촬영,"최룡해,현영철,김정각,장성택,리용무,김영춘,현철해,김원홍,리명수,오극렬,주규창,려춘석",,,,
2012.10.29,인민체육대회 남자축구 결승경기 관람,"리설주,최룡해,현영철,김경희,장성택,김양건,김평해,주규창,문경덕",,,,
2012.10.29,모란봉악단공연 관람,"리설주,최룡해,현영철,장성택,현철해,김원홍,리명수,려춘석",,,,
2012.10.29,김일성 부자 동상 제막시 진행,"최룡해,현영철,김정각,장성택,김영춘,리용무,현철해,오극렬",,,,
2012.10.14,만경대/강반석혁명학원 창립 대회 참가자들과 기념사진 촬영,"최영림,최룡해,김경희,장성택,김영춘,현철해,오극렬,태종수,리병삼,오룡택,주순옥,리을설,황순희,김철만",,,,
2012.10.10,금수산기념궁전 방문,"최룡해,현영철,김경희,김정각,장성택,리용무,박도춘,현철해,김원홍,오극렬,최부일,김경옥,리병철,김명식,윤정린,박정천,김영철",,,,
2012.10.10,모란봉악단 공연 관람,"김경희,장성택,박도춘,김기남,현철해,김원홍,김평해,문경덕,조연준",,,,
2012.10.07,중앙보고대회 참석,"김영남,최영림,최룡해,현영철,김경희,김정각,장성택,박도춘,김국태,김기남,최태복,양형섭,리용무,강석주,현철해,김원홍,오극렬,김양건,김영일,김평해,문경덕,곽범기,주규창,김창섭,로두철,리병삼,조연준,김영대",,,,
2012.10.06,김정일 동상 참배,최룡해,,,,
2012.10.06,"만경대유희장, 대성산유희장 방문",최룡해,,,,
2012.09.25,최고인민회의 제6차회의 참석,"김영남,최영림,최룡해,현영철,김정각,장성택,박도춘,김국태,김기남,양형섭,강석주,리용무,현철해,김원홍,리명수,오극렬,김양건,김영일,김평해,문경덕,곽범기,주규창,김창섭,로두철,리병삼,조연준,태종수,김영대,류미영",,,,
2012.09.21,평양남새과학연구소와 평양화초연구소 현지지도,"장성택,김기남,리재일,리용하,박태성,김병호,박춘홍",,,,
2012.09.17,체조와 아리랑 관람,"최룡해,현영철,김정각,장성택,박도춘,김기남,최태복,양형섭,리용무,강석주,현철해,김원홍,오극렬,김양건,김영일,김평해,문경덕,주규창,김창섭,리병삼,조연준,김영대",,,,
2012.09.09,금수산기념궁전 방문,"최룡해,현영철,장성택,김정각,리용무,박도춘,현철해,김원홍,오극렬",,,,
2012.09.09,인민군 협주단 공연 관람,"최영림,최룡해,현영철,장성택,김기남,박도춘,김정각,양형섭,현철해,김원홍,김영일,김양건,문경덕,로두철",,,,
2012.09.07,평양민속공원 시찰,"리설주,최룡해,장성택,김정각,최태복,박도춘,김영일,김양건,김평해,문경덕,김경옥,박태성,황병서,김병호,마원춘",,,,
2012.09.07,통일거리운동센터 현지지도,"리설주,최룡해,김정각,김경옥,박태성,황병서,마원춘",,,,
2012.09.05,창전거리 살림집들에 입사한 근로자들 가정방문,리설주,,,,
2012.09.02,인민군 군악단 연주회 지도,"리설주,최룡해,현영철,장성택,최부일,박재경,김영철,박정천,황병서",,,,
2012.09.01,인민내무군 연주회 지도,"리설주,최룡해,김경희,장성택,김기남,김양건,김영일,문경덕,한광복,한광상,김경옥,리용하,박태성,김병호,마원춘",,,,
2012.09.01,대동강타일공장 현지지도,"최룡해,김경희,장성택,김기남,김양건,김영일,문경덕,한광복,한광상,김경옥,리용하,박태성,김병호,장수길,마원춘",,,,
2012.08.31,전자도서관 시찰,"최룡해,장성택,김기남,최태복,김영일,김양건,김평해,문경덕,백세봉,한광상,한광복,박태성,김병호,마원춘",,,,
2012.08.31,해맞이 식당 시찰,"리설주,최룡해,장성택,김기남,최태복,김양건,김영일,김평해,문경덕,한광복,한광상,김경옥,박태성,김병호",,,,
2012.08.30,은하수음악회 관람,"리설주,최룡해,현영철,김정각,현철해,전용남",,,,
2012.08.30,청년절경축행사 대표들과 기념사진 촬영,"최룡해,현영철,김경희,장성택,김기남,최태복,박도춘,리영수,전용남,김차돌,김영녀",,,,
2012.08.29,김일성 부자 동상 참배,"리설주,최룡해,현영철,김정각,황병서",,,,
2012.08.28,제318군부대 시찰,"김명국,황병서",,,,
2012.08.27,제313대연합부대 지휘부 및 관하 제894 군부대 방문,,,,,
2012.08.25,경축연회 참석,리설주,,,,
2012.08.25,모란봉악단 공연 관람,"리설주,최룡해,현영철,김경희,장성택,김정각,현철해,김원홍,리명수,오극렬,김창섭",,,,
2012.08.24,인민군 제4302군부대 관하 감나무중대 시찰,,,,,
2012.08.17,섬방어대들 시찰,"최룡해,김영철,박정천,안지용,황병서,김병호",,,,
2012.08.07,항공 및 반항공군 비행훈련 지도,"최룡해,현철해,황병서,김병호",,,,
2012.08.06,인민군 제552군부대 관하 군분대 시찰,"최룡해,현철해,전창복,황병서,김병호",,,,
2012.08.06,운곡지구종합목장 현지지도,"최룡해,현철해,김병호,황병서",,,,
2012.08.03,중국 공산당 대외연락부장 만찬 참석,"최룡해,장성택,강석주,김영일,김양건,문경덕,김병호,김성남,리수용",,,,
2012.08.03,중국 공산당 대외연락부장 접견,"강석주,김양건,김성남",,,,
2012.07.30,전쟁노병 대표들과 기념촬영,"김영남,최영림,최룡해,현영철,김정각,김경희,장성택,박도춘,김영춘,김국태,김기남,최태복,양형섭,리용무,현철해,김원홍,리명수,오극렬,주규창,리병삼,태종수,리을설,황순희,김철만",,,,
2012.07.30,모란봉악단공연 관람,"리설주,최룡해,김경희,장성택,박도춘,김영춘,김기남,최태복,김양건,김평해,곽범기,문경덕",,,,
2012.07.26,내무군협주단 공연 관람 및 기념촬영,"리설주,현영철,김경희,장성택,김영춘,김기남,김양건,김영일,김평해,문경덕,리병삼",,,,
2012.07.26,류경원과 인민야외빙상장 시찰,"김경희,장성택,량청송",,,,
2012.07.25,능라인민유원지 준공식 참석,"리설주,김영남,최영림,최룡해,김경희,김정각,장성택,김영춘,김기남,최태복,양형섭,강석주,김원홍,김양건,김영일,김평해,문경덕,곽범기,로두철,리병삼",,,,
2012.07.24,능라인민유원지 시찰,"장성택,최태복,박도춘,김영일,김양건,김평해,문경덕,리재일,김병호,박춘홍",,,,
2012.07.15,경상유치원 시찰,"장성택,리재일,박춘홍",,,,
2012.07.14,조선인민내무군 군인들과 기념사진 촬영,"최룡해,장성택,리명수,리병삼,박춘홍",,,,
2012.07.08,금수산기념궁전 방문,"최룡해,리영호,김정각,현철해,최부일,손철주,박재경,조경철,김영철,리병철",,,,
2012.07.08,「조국해방전쟁승리기념관」시찰,,,,,
2012.07.07,모란봉악단 공연 관람,"최룡해,장성택,김기남,현철해,김양건,김영일,김평해,최부일,김명국,김영철,조경철",,,,
2012.07.05,평양항공역사업 현지지도,,,,,
2012.07.02,아동백화점 현지지도,"장성택,박봉주,리재일,량청송",,,,
2012.07.02,평양양말공장 현지지도,"장성택,박봉주,리재일,량청송",,,,
2012.07.01,평양산원 유선종양연구소 현지지도,"장성택,박춘홍,마원춘",,,,
2012.07.01,능라인민유원지 현지지도,"장성택,박춘홍,마원춘",,,,
2012.06.07,조선소년단 창립 경축행사 대표들과 기념촬영,"김영남,최영림,최룡해,리영호,김경희,장성택,김기남,최태복,문경덕,리영수,전용남",,,,
2012.06.06,은하수음악회 관람,"김영남,최영림,최룡해,리영호",,,,
2012.06.06,전국연합단체대회 참석,"김영남,최영림,최룡해,리용무,김경희,장성택,김기남,최태복,리명수,문경덕,김용진,리영수,김승두",,,,
2012.05.30,"창전소학교, 경상탁아소, 경상유치원 현지지도","장성택,리재일,량청송,박춘홍",,,,
2012.05.30,아동백화점과살림집현지지도 ,"장성택,리재일,량청송",,,,
2012.05.27,중앙동물원 현지지도,"장성택,김양건,한광상,리재일,황병서,박춘홍,마원춘,전일춘",,,,
2012.05.25,창전거리 현지지도,"장성택,량청송,박춘홍,마원춘",,,,
2012.05.25,개선청년공원 유희장 시찰,"최룡해,장성택,황병서,박춘홍",,,,
2012.05.25,류경원과 인민야외빙상장건설사업 현지지도 ,"장성택,량청송,마원춘",,,,
2012.05.23,인민군 장병들과 기념사진 촬영,"최룡해,장성택,김경옥,황병서,조경철",,,,
2012.05.23,인민군 제1501군부대 시찰,"최룡해,장성택,주규창,김경옥,황병서,김영철",,,,
2012.05.19,인민군 연합부대 공연 관람,"최룡해,장성택,현철해,김경옥,황병서,권혁봉,손철주,박재경,조경철",,,,
2012.05.09,국토관리총동원운동 열성자대회 참가자들과 기념사진 촬영,"최영림,김정각,장성택,김기남,리명수,문경덕,로두철,리용하",,,,
2012.05.09,만경대유희장 방문,"최룡해,마원춘",,,,
2012.05.05,능라인민유원지 개발사업 재방문,"최룡해,리영호,장성택,현철해,박도춘,손철주,박재경,리재일,김명국,황병서",,,,
2012.05.03,항공 및 반항공군 지휘부 시찰,장성택,,,,
2012.05.02,은하수음악회 관람,"최룡해,김경희,장성택,박도춘,김기남,현철해,김평해,문경덕,곽범기",,,,
2012.05.01,허철용이 사업하는 기계공장 현지지도,"최룡해,장성택,현철해,박도춘,김평해,리재일,김명국,손철주,윤동현,황병서,강관일,박정천",,,,
2012.05.01,대관유리공장 현지지도,"최룡해,장성택,현철해,박도춘,김평해,리재일,김명국,손철주,윤동현,황병서,강관일,박정천",,,,
2012.04.30,능라인민유원지 현지지도,장성택,,,,
2012.04.29,인민군교예단 공연 관람,"최룡해,리영호,김정각,장성택,김영춘,현철해,최부일,김영철",,,,
2012.04.29,군사과학기술전람회 참석,"최룡해,리영호,김정각,장성택,김영춘,현철해,손철주,박재경,김영철,리재일,김명국,윤동현,전창복,박정천",,,,
2012.04.27,은하수음악회 관람,"최룡해,리영호,김경희,김정각,장성택,김영춘,김기남,박도춘,현철해,김양건,김경옥,김명국",,,,
2012.04.27,인민군 제655연합부대 종합전술훈련 지도,"최룡해,리영호,김정각,최부일,손철주,현철해,김원홍,리명수,박재경,리병철,김영철,윤정린,조경철,박정천,김경희,장성택,김영춘,김기남,양형섭,박도춘,강석주,김영일,김양건,김평해,문경덕,김창섭,리병삼,곽범기,오일정,김경옥,리재일,한광상,김명국",,,,
2012.04.26,군인건설자들과 기념사진 촬영,"최룡해,리영호,김정각,장성택,김영춘,김기남,박도춘,현철해,김원홍,리명수,주규창,김창섭,리병삼,최부일,손철주,박재경,김영철,조경철,윤동현,김수학,리재일",,,,
2012.04.26,공훈국가합창단 공연 관람,"김영남,최영림,최룡해,리영호,김경희,김정각,장성택,박도춘,김영춘,김국태,김기남,최태복,양형섭,강석주,현철해,김원홍,리명수,오극렬,김양건,김영일,김평해,문경덕,곽범기,주규창,김창섭,로두철,리병삼,조연준,김영대",,,,
2012.04.26,고기상점 준공식 참석,"김영남,최영림,최룡해,리영호,김경희,김정각,장성택,박도춘,김영춘,김기남,최태복,양형섭,강석주,현철해,김원홍,리명수,김양건,김평해,문경덕,곽범기,주규창,김창섭",,,,
2012.04.25,금수산기념궁전 방문,"김영남,최영림,최룡해,리영호,김경희,김정각,장성택,김영춘,김국태,김기남,최태복,박도춘,양형섭,강석주,현철해,김원홍,리명수,김양건,김영일,김평해,문경덕,주규창,곽범기,김창섭,리병삼,로두철,조연준",,,,
2012.04.25,중앙보고대회 참석,"김영남,최영림,최룡해,리영호,김기남",,,,
2012.04.20,열병식 참가자들과 기념사진 촬영,"김영남,최영림,최룡해,리영호,김정각,장성택,김영춘,김기남,박도춘,현철해,주규창,오일정,최부일,손철주,박재경,김영철,조경철,윤동현,심상대,박정천",,,,
2012.04.19,만수대창작사 일꾼 등과 기념사진 촬영,"김영남,최영림,최룡해,장성택,김기남,리재일,권혁봉",,,,
2012.04.17,금수산기념궁전 군무자들과 기념사진 촬영,"최룡해,리영호,김정각,장성택,현철해,김원홍",,,,
2012.04.17,당대표자회 참가자들･김일성생일 대표들과 사진촬영,"김영남,최영림,최룡해,리영호,김경희,김정각,장성택,김영춘,박도춘,김국태,김기남,최태복,양형섭,리용무,강석주,현철해,김원홍,리명수,리을설,황순희,김철만",,,,
2012.04.17,인민극장 군인건설자들 및 설계인들과 기념사진 촬영,"최룡해,장성택,현철해,김원홍",,,,
2012.04.15,금수산기념궁전 방문,"김영남,최영림,최룡해,리영호,김경희,김정각,장성택,박도춘,김영춘,김국태,김기남,최태복,양형섭,리용무,강석주,현철해,김원홍,리명수,김양건,김영일,태종수,김평해,문경덕,주규창,곽범기,김창섭,리병삼,로두철,조연준",,,,
2012.04.15,김일성 생일 100돌 축포야회 참석,"최룡해,리영호,김정각,리용무,김영남,최영림,최태복,양형섭,김영춘,장성택,김기남",,,,
2012.04.15,김일성 생일 100돌 기념 열병식,"김영남,최영림,최룡해,리영호,김경희,김정각,장성택,박도춘,김영춘,김국태,김기남,최태복,양형섭,리용무,강석주,현철해,김원홍,리명수,오극렬,김양건,김영일,태종수,김평해,문경덕,주규창,곽범기,김창섭,리병삼,로두철,조연준,남승우,최은복",,,,
2012.04.15,인민군 무장장비관 개관식 참석,"김영남,최영림,최룡해,리영호,김경희,김정각,장성택,박도춘,김영춘,김국태,김기남,리용무,김원홍,오극렬",,,,
